Complexity,Loss,Equation
1,0.0700117,"0.30255696"
3,0.026640639,"x0 * 0.10537599"
4,0.0062855594,"log(x0) * 0.31498396"
6,0.0024652574,"(log(x0) * 0.2728906) + 0.08118834"
7,0.00022757408,"((x0 ^ -0.2304727) * -1.15305) + 1.2854332"
9,0.00013258218,"(((x0 + 0.03652708) ^ -0.35236523) * -0.8204281) + 0.94883835"
