ID,Type,Area,X [m],Y [m],DepthRef [m],Z [m],Q/P [m^2/s],Koriginal [m/s],Krevised [m/s],LowerBoundFlag,,lnK
101108A,HRK08,MLS,178.726,90.841,3.581703749,10.51829625,3.75E-06,0.000129844,3.49E-05,0,,-4.457736668
101108A,HRK08,MLS,178.726,90.841,3.596943005,10.50305699,3.69E-06,0.000123963,3.55E-05,0,,-4.450232494
101108A,HRK08,MLS,178.726,90.841,3.612182262,10.48781774,3.99E-06,0.000150874,3.80E-05,0,,-4.420515894
101108A,HRK08,MLS,178.726,90.841,3.627421518,10.47257848,4.01E-06,0.00015298,3.95E-05,0,,-4.403675691
101108A,HRK08,MLS,178.726,90.841,3.642660774,10.45733923,4.09E-06,0.000161314,4.11E-05,0,,-4.385848337
101108A,HRK08,MLS,178.726,90.841,3.65790003,10.44209997,4.20E-06,0.000172251,4.31E-05,0,,-4.365647997
101108A,HRK08,MLS,178.726,90.841,3.673139287,10.42686071,4.25E-06,0.000177809,4.54E-05,0,,-4.343414291
101108A,HRK08,MLS,178.726,90.841,3.688378543,10.41162146,4.52E-06,0.000206787,4.95E-05,0,,-4.305532087
101108A,HRK08,MLS,178.726,90.841,3.703617799,10.3963822,5.06E-06,0.000275327,5.47E-05,0,,-4.262340849
101108A,HRK08,MLS,178.726,90.841,3.718857056,10.38114294,4.71E-06,0.000229762,5.43E-05,0,,-4.265144828
101108A,HRK08,MLS,178.726,90.841,3.734096312,10.36590369,4.90E-06,0.000253818,5.57E-05,0,,-4.25442479
101108A,HRK08,MLS,178.726,90.841,3.749335568,10.35066443,4.66E-06,0.00022405,5.59E-05,0,,-4.252803351
101108A,HRK08,MLS,178.726,90.841,3.764574825,10.33542518,5.27E-06,0.000304689,6.09E-05,0,,-4.215295986
101108A,HRK08,MLS,178.726,90.841,3.779814081,10.32018592,5.20E-06,0.000294053,6.23E-05,0,,-4.20544154
101108A,HRK08,MLS,178.726,90.841,3.795053337,10.30494666,5.19E-06,0.000292457,6.31E-05,0,,-4.200128903
101108A,HRK08,MLS,178.726,90.841,3.810292594,10.28970741,5.31E-06,0.000310756,6.43E-05,0,,-4.191554366
101108A,HRK08,MLS,178.726,90.841,3.82553185,10.27446815,5.39E-06,0.000323146,6.48E-05,0,,-4.188737141
101108A,HRK08,MLS,178.726,90.841,3.840771106,10.25922889,5.73E-06,0.000376316,6.49E-05,0,,-4.187753899
101108A,HRK08,MLS,178.726,90.841,3.856010363,10.24398964,5.75E-06,0.000380116,6.49E-05,0,,-4.187502008
101108A,HRK08,MLS,178.726,90.841,3.871249619,10.22875038,5.81E-06,0.000388825,6.50E-05,0,,-4.187357301
101108A,HRK08,MLS,178.726,90.841,3.886488875,10.21351112,5.96E-06,0.000415175,6.50E-05,0,,-4.187088559
101108A,HRK08,MLS,178.726,90.841,3.901728132,10.19827187,6.17E-06,0.000452105,6.51E-05,0,,-4.186484716
101108A,HRK08,MLS,178.726,90.841,3.916967388,10.18303261,7.30E-06,0.000690789,6.52E-05,1,,-4.185453528
101108A,HRK08,MLS,178.726,90.841,3.932206644,10.16779336,6.75E-06,0.000568018,6.52E-05,0,,-4.185684833
101108A,HRK08,MLS,178.726,90.841,3.947445901,10.1525541,6.07E-06,0.000433847,6.51E-05,0,,-4.186279903
101108A,HRK08,MLS,178.726,90.841,3.962685157,10.13731484,6.06E-06,0.000432866,6.51E-05,0,,-4.186393819
101108A,HRK08,MLS,178.726,90.841,3.977924413,10.12207559,5.93E-06,0.000409077,6.50E-05,0,,-4.187091209
101108A,HRK08,MLS,178.726,90.841,3.99316367,10.10683633,6.22E-06,0.000462943,6.51E-05,0,,-4.186251153
101108A,HRK08,MLS,178.726,90.841,4.008402926,10.09159707,5.79E-06,0.00038582,6.48E-05,0,,-4.188537409
101108A,HRK08,MLS,178.726,90.841,4.023642182,10.07635782,6.19E-06,0.000456209,6.51E-05,0,,-4.18661001
101108A,HRK08,MLS,178.726,90.841,4.038881439,10.06111856,6.60E-06,0.000536851,6.51E-05,0,,-4.186278644
101108A,HRK08,MLS,178.726,90.841,4.054120695,10.04587931,5.95E-06,0.00041277,6.48E-05,0,,-4.188172949
101108A,HRK08,MLS,178.726,90.841,4.069359951,10.03064005,6.12E-06,0.000443654,6.49E-05,0,,-4.187616531
101108A,HRK08,MLS,178.726,90.841,4.084599208,10.01540079,6.09E-06,0.000438765,6.50E-05,0,,-4.187327378
101108A,HRK08,MLS,178.726,90.841,4.099838464,10.00016154,6.40E-06,0.000496322,6.53E-05,0,,-4.185299787
101108A,HRK08,MLS,178.726,90.841,4.11507772,9.98492228,6.40E-06,0.000496226,6.53E-05,0,,-4.185015151
101108A,HRK08,MLS,178.726,90.841,4.130316977,9.969683023,6.56E-06,0.000527615,6.54E-05,0,,-4.184487526
101108A,HRK08,MLS,178.726,90.841,4.145556233,9.954443767,6.68E-06,0.000552859,6.54E-05,0,,-4.184196375
101108A,HRK08,MLS,178.726,90.841,4.160795489,9.939204511,6.43E-06,0.000501976,6.54E-05,0,,-4.184667541
101108A,HRK08,MLS,178.726,90.841,4.176034746,9.923965254,6.51E-06,0.000518488,6.54E-05,0,,-4.184459992
101108A,HRK08,MLS,178.726,90.841,4.191274002,9.908725998,6.52E-06,0.000520502,6.54E-05,0,,-4.184287751
101108A,HRK08,MLS,178.726,90.841,4.206513258,9.893486742,6.53E-06,0.000523305,6.55E-05,0,,-4.18405688
101108A,HRK08,MLS,178.726,90.841,4.221752514,9.878247486,6.57E-06,0.00053011,6.55E-05,0,,-4.183797389
101108A,HRK08,MLS,178.726,90.841,4.236991771,9.863008229,6.73E-06,0.000562717,6.55E-05,0,,-4.183586582
101108A,HRK08,MLS,178.726,90.841,4.252231027,9.847768973,6.15E-06,0.000449858,6.50E-05,0,,-4.186966306
101108A,HRK08,MLS,178.726,90.841,4.267470283,9.832529717,6.33E-06,0.000483732,6.51E-05,0,,-4.186329326
101108A,HRK08,MLS,178.726,90.841,4.28270954,9.81729046,6.30E-06,0.000477587,6.51E-05,0,,-4.186097499
101108A,HRK08,MLS,178.726,90.841,4.297948796,9.802051204,6.33E-06,0.00048289,6.53E-05,0,,-4.185396678
101108A,HRK08,MLS,178.726,90.841,4.313188052,9.786811948,6.50E-06,0.000517113,6.54E-05,0,,-4.184297957
101108A,HRK08,MLS,178.726,90.841,4.328427309,9.771572691,6.22E-06,0.00046133,6.51E-05,0,,-4.186203684
101108A,HRK08,MLS,178.726,90.841,4.343666565,9.756333435,6.14E-06,0.000448142,6.50E-05,0,,-4.186968911
101108A,HRK08,MLS,178.726,90.841,4.358905821,9.741094179,6.27E-06,0.000470884,6.53E-05,0,,-4.185397894
101108A,HRK08,MLS,178.726,90.841,4.374145078,9.725854922,6.57E-06,0.000530535,6.55E-05,0,,-4.183751962
101108A,HRK08,MLS,178.726,90.841,4.389384334,9.710615666,6.81E-06,0.000579513,6.57E-05,0,,-4.18272833
101108A,HRK08,MLS,178.726,90.841,4.40462359,9.69537641,6.98E-06,0.000618464,6.57E-05,0,,-4.182474007
101108A,HRK08,MLS,178.726,90.841,4.419862847,9.680137153,6.92E-06,0.000603418,6.57E-05,0,,-4.182615717
101108A,HRK08,MLS,178.726,90.841,4.435102103,9.664897897,6.93E-06,0.000605822,6.56E-05,0,,-4.182814711
101108A,HRK08,MLS,178.726,90.841,4.450341359,9.649658641,6.47E-06,0.000511386,6.56E-05,0,,-4.18321626
101108A,HRK08,MLS,178.726,90.841,4.465580616,9.634419384,7.35E-06,0.000702812,6.58E-05,1,,-4.182045228
101108A,HRK08,MLS,178.726,90.841,4.480819872,9.619180128,6.66E-06,0.000548245,6.57E-05,0,,-4.182446169
101108A,HRK08,MLS,178.726,90.841,4.496059128,9.603940872,6.75E-06,0.000567089,6.57E-05,0,,-4.182601429
101108A,HRK08,MLS,178.726,90.841,4.511298385,9.588701615,6.46E-06,0.00050797,6.55E-05,0,,-4.183835259
101108A,HRK08,MLS,178.726,90.841,4.526537641,9.573462359,5.89E-06,0.000403251,6.52E-05,0,,-4.185497608
101108A,HRK08,MLS,178.726,90.841,4.541776897,9.558223103,6.24E-06,0.000465204,6.56E-05,0,,-4.183331348
101108A,HRK08,MLS,178.726,90.841,4.557016154,9.542983846,5.90E-06,0.000405554,6.52E-05,0,,-4.18557222
101108A,HRK08,MLS,178.726,90.841,4.57225541,9.52774459,5.64E-06,0.000361808,6.48E-05,0,,-4.188377415
101108A,HRK08,MLS,178.726,90.841,4.587494666,9.512505334,6.02E-06,0.000426552,6.54E-05,0,,-4.184138962
101108A,HRK08,MLS,178.726,90.841,4.602733923,9.497266077,5.98E-06,0.000418148,6.55E-05,0,,-4.183692463
101108A,HRK08,MLS,178.726,90.841,4.617973179,9.482026821,6.31E-06,0.000479164,6.56E-05,0,,-4.183068295
101108A,HRK08,MLS,178.726,90.841,4.633212435,9.466787565,5.78E-06,0.000384022,6.51E-05,0,,-4.186292194
101108A,HRK08,MLS,178.726,90.841,4.648451692,9.451548308,6.06E-06,0.00043316,6.54E-05,0,,-4.184503682
101108A,HRK08,MLS,178.726,90.841,4.663690948,9.436309052,6.19E-06,0.000456967,6.56E-05,0,,-4.183202188
101108A,HRK08,MLS,178.726,90.841,4.678930204,9.421069796,6.41E-06,0.000499374,6.57E-05,0,,-4.182173345
101108A,HRK08,MLS,178.726,90.841,4.694169461,9.405830539,6.38E-06,0.000493528,6.58E-05,0,,-4.181607329
101108A,HRK08,MLS,178.726,90.841,4.709408717,9.390591283,6.63E-06,0.0005427,6.60E-05,0,,-4.180588257
101108A,HRK08,MLS,178.726,90.841,4.724647973,9.375352027,6.66E-06,0.000549379,6.60E-05,0,,-4.180183929
101108A,HRK08,MLS,178.726,90.841,4.73988723,9.36011277,6.65E-06,0.000547277,6.60E-05,0,,-4.180370936
101108A,HRK08,MLS,178.726,90.841,4.755126486,9.344873514,6.12E-06,0.000444467,6.58E-05,0,,-4.181456933
101108A,HRK08,MLS,178.726,90.841,4.770365742,9.329634258,6.52E-06,0.00051971,6.60E-05,0,,-4.18028412
101108A,HRK08,MLS,178.726,90.841,4.785604998,9.314395002,6.45E-06,0.000505955,6.61E-05,0,,-4.179526711
101108A,HRK08,MLS,178.726,90.841,4.800844255,9.299155745,6.72E-06,0.000562114,6.63E-05,0,,-4.178381824
101108A,HRK08,MLS,178.726,90.841,4.816083511,9.283916489,6.72E-06,0.000560622,6.65E-05,0,,-4.177460251
101108A,HRK08,MLS,178.726,90.841,4.831322767,9.268677233,6.71E-06,0.000558746,6.66E-05,0,,-4.176492816
101108A,HRK08,MLS,178.726,90.841,4.846562024,9.253437976,6.89E-06,0.000597154,6.68E-05,0,,-4.175255121
101108A,HRK08,MLS,178.726,90.841,4.86180128,9.23819872,7.01E-06,0.00062455,6.70E-05,0,,-4.17417655
101108A,HRK08,MLS,178.726,90.841,4.877040536,9.222959464,6.65E-06,0.000547855,6.70E-05,0,,-4.173680065
101108A,HRK08,MLS,178.726,90.841,4.892279793,9.207720207,6.64E-06,0.000544075,6.72E-05,0,,-4.172795277
101108A,HRK08,MLS,178.726,90.841,4.907519049,9.192480951,6.55E-06,0.000526753,6.73E-05,0,,-4.17171701
101108A,HRK08,MLS,178.726,90.841,4.922758305,9.177241695,6.61E-06,0.000539382,6.76E-05,0,,-4.170262037
101108A,HRK08,MLS,178.726,90.841,4.937997562,9.162002438,6.76E-06,0.000569235,6.78E-05,0,,-4.168636907
101108A,HRK08,MLS,178.726,90.841,4.953236818,9.146763182,6.46E-06,0.000509307,6.80E-05,0,,-4.167328508
101108A,HRK08,MLS,178.726,90.841,4.968476074,9.131523926,6.72E-06,0.000561045,6.83E-05,0,,-4.165304479
101108A,HRK08,MLS,178.726,90.841,4.983715331,9.116284669,6.74E-06,0.000565466,6.87E-05,0,,-4.163358014
101108A,HRK08,MLS,178.726,90.841,4.998954587,9.101045413,6.67E-06,0.000550331,6.90E-05,0,,-4.161418933
101108A,HRK08,MLS,178.726,90.841,5.014193843,9.085806157,6.88E-06,0.00059495,6.93E-05,0,,-4.15910892
101108A,HRK08,MLS,178.726,90.841,5.0294331,9.0705669,6.85E-06,0.0005882,6.97E-05,0,,-4.157010453
101108A,HRK08,MLS,178.726,90.841,5.044672356,9.055327644,6.78E-06,0.0005734,7.00E-05,0,,-4.154828992
101108A,HRK08,MLS,178.726,90.841,5.059911612,9.040088388,7.19E-06,0.000666354,7.04E-05,1,,-4.152369148
101108A,HRK08,MLS,178.726,90.841,5.075150869,9.024849131,6.89E-06,0.000597412,7.07E-05,0,,-4.150338691
101108A,HRK08,MLS,178.726,90.841,5.090390125,9.009609875,6.31E-06,0.000479886,7.11E-05,0,,-4.14831097
101108A,HRK08,MLS,178.726,90.841,5.105629381,8.994370619,7.22E-06,0.00067366,7.16E-05,1,,-4.145275599
101108A,HRK08,MLS,178.726,90.841,5.120868638,8.979131362,6.89E-06,0.0005979,7.20E-05,0,,-4.142823789
101108A,HRK08,MLS,178.726,90.841,5.136107894,8.963892106,6.78E-06,0.00057386,7.24E-05,0,,-4.140340189
101108A,HRK08,MLS,178.726,90.841,5.15134715,8.94865285,6.86E-06,0.000590494,7.28E-05,0,,-4.137722002
101108A,HRK08,MLS,178.726,90.841,5.166586407,8.933413593,6.44E-06,0.000503518,7.32E-05,0,,-4.135243005
101108A,HRK08,MLS,178.726,90.841,5.181825663,8.918174337,6.70E-06,0.000558097,7.38E-05,0,,-4.132226613
101108A,HRK08,MLS,178.726,90.841,5.197064919,8.902935081,6.77E-06,0.000572468,7.43E-05,0,,-4.129194065
101108A,HRK08,MLS,178.726,90.841,5.212304176,8.887695824,6.57E-06,0.000531443,7.48E-05,0,,-4.126251937
101108A,HRK08,MLS,178.726,90.841,5.227543432,8.872456568,6.73E-06,0.000562923,7.53E-05,0,,-4.123038245
101108A,HRK08,MLS,178.726,90.841,5.242782688,8.857217312,6.65E-06,0.000546223,7.59E-05,0,,-4.119816648
101108A,HRK08,MLS,178.726,90.841,5.258021945,8.841978055,6.96E-06,0.000613938,7.65E-05,0,,-4.116371607
101108A,HRK08,MLS,178.726,90.841,5.273261201,8.826738799,6.61E-06,0.000537653,7.70E-05,0,,-4.113236652
101108A,HRK08,MLS,178.726,90.841,5.288500457,8.811499543,6.81E-06,0.000580533,7.77E-05,0,,-4.109746966
101108A,HRK08,MLS,178.726,90.841,5.303739714,8.796260286,6.93E-06,0.000605647,7.83E-05,0,,-4.106248941
101108A,HRK08,MLS,178.726,90.841,5.31897897,8.78102103,6.79E-06,0.000576944,7.89E-05,0,,-4.102915905
101108A,HRK08,MLS,178.726,90.841,5.334218226,8.765781774,6.70E-06,0.000557253,7.95E-05,0,,-4.099544346
101108A,HRK08,MLS,178.726,90.841,5.349457482,8.750542518,6.77E-06,0.000572453,8.02E-05,0,,-4.096012881
101108A,HRK08,MLS,178.726,90.841,5.364696739,8.735303261,6.84E-06,0.000587106,8.08E-05,0,,-4.092465346
101108A,HRK08,MLS,178.726,90.841,5.379935995,8.720064005,6.75E-06,0.000568445,8.15E-05,0,,-4.08904189
101108A,HRK08,MLS,178.726,90.841,5.395175251,8.704824749,6.63E-06,0.000542013,8.21E-05,0,,-4.085651396
101108A,HRK08,MLS,178.726,90.841,5.410414508,8.689585492,6.76E-06,0.000568899,8.28E-05,0,,-4.082144685
101108A,HRK08,MLS,178.726,90.841,5.425653764,8.674346236,6.57E-06,0.000530714,8.34E-05,0,,-4.078853906
101108A,HRK08,MLS,178.726,90.841,5.44089302,8.65910698,6.55E-06,0.000527008,8.40E-05,0,,-4.075574939
101108A,HRK08,MLS,178.726,90.841,5.456132277,8.643867723,6.31E-06,0.000479857,8.46E-05,0,,-4.072469733
101108A,HRK08,MLS,178.726,90.841,5.471371533,8.628628467,6.18E-06,0.000453902,8.53E-05,0,,-4.069291827
101108A,HRK08,MLS,178.726,90.841,5.486610789,8.613389211,6.38E-06,0.000491986,8.59E-05,0,,-4.065923048
101108A,HRK08,MLS,178.726,90.841,5.501850046,8.598149954,6.28E-06,0.000474121,8.65E-05,0,,-4.062853585
101108A,HRK08,MLS,178.726,90.841,5.517089302,8.582910698,5.95E-06,0.000413491,8.71E-05,0,,-4.060042918
101108A,HRK08,MLS,178.726,90.841,5.532328558,8.567671442,6.16E-06,0.00045028,8.77E-05,0,,-4.056977754
101108A,HRK08,MLS,178.726,90.841,5.547567815,8.552432185,6.08E-06,0.000436214,8.83E-05,0,,-4.05416839
101108A,HRK08,MLS,178.726,90.841,5.562807071,8.537192929,5.96E-06,0.000414515,8.88E-05,0,,-4.051507642
101108A,HRK08,MLS,178.726,90.841,5.578046327,8.521953673,6.11E-06,0.000442398,8.94E-05,0,,-4.048745572
101108A,HRK08,MLS,178.726,90.841,5.593285584,8.506714416,6.57E-06,0.000529757,8.99E-05,0,,-4.046076181
101108A,HRK08,MLS,178.726,90.841,5.60852484,8.49147516,6.09E-06,0.000438959,9.03E-05,0,,-4.044258442
101108A,HRK08,MLS,178.726,90.841,5.623764096,8.476235904,6.55E-06,0.000525979,9.07E-05,0,,-4.042301684
101108A,HRK08,MLS,178.726,90.841,5.639003353,8.460996647,6.59E-06,0.000534137,9.10E-05,0,,-4.041046964
101108A,HRK08,MLS,178.726,90.841,5.654242609,8.445757391,6.23E-06,0.000464204,9.11E-05,0,,-4.0406009
101108A,HRK08,MLS,178.726,90.841,5.669481865,8.430518135,6.38E-06,0.000493109,9.11E-05,0,,-4.04042905
101108A,HRK08,MLS,178.726,90.841,5.684721122,8.415278878,6.27E-06,0.000472522,9.10E-05,0,,-4.041003144
101108A,HRK08,MLS,178.726,90.841,5.699960378,8.400039622,6.21E-06,0.000460958,9.07E-05,0,,-4.042292391
101108A,HRK08,MLS,178.726,90.841,5.715199634,8.384800366,6.15E-06,0.000450135,9.03E-05,0,,-4.044383475
101108A,HRK08,MLS,178.726,90.841,5.730438891,8.369561109,6.24E-06,0.000465243,8.97E-05,0,,-4.047358088
101108A,HRK08,MLS,178.726,90.841,5.745678147,8.354321853,6.20E-06,0.00045769,8.88E-05,0,,-4.051583947
101108A,HRK08,MLS,178.726,90.841,5.760917403,8.339082597,6.07E-06,0.000433945,8.77E-05,0,,-4.057247104
101108A,HRK08,MLS,178.726,90.841,5.77615666,8.32384334,6.01E-06,0.000423583,8.62E-05,0,,-4.064421518
101108A,HRK08,MLS,178.726,90.841,5.791395916,8.308604084,6.37E-06,0.000490107,8.45E-05,0,,-4.07334045
101108A,HRK08,MLS,178.726,90.841,5.806635172,8.293364828,5.70E-06,0.000371911,8.22E-05,0,,-4.08520264
101108A,HRK08,MLS,178.726,90.841,5.821874429,8.278125571,6.13E-06,0.000446464,7.96E-05,0,,-4.09932177
101108A,HRK08,MLS,178.726,90.841,5.837113685,8.262886315,5.36E-06,0.000317821,7.63E-05,0,,-4.117503813
101108A,HRK08,MLS,178.726,90.841,5.852352941,8.247647059,5.34E-06,0.000315097,7.26E-05,0,,-4.139202989
101108A,HRK08,MLS,178.726,90.841,5.867592198,8.232407802,5.61E-06,0.000357077,6.83E-05,0,,-4.165650785
101108A,HRK08,MLS,178.726,90.841,5.882831454,8.217168546,5.13E-06,0.000284165,6.36E-05,0,,-4.196469147
101108A,HRK08,MLS,178.726,90.841,5.89807071,8.20192929,5.29E-06,0.000307977,6.22E-05,0,,-4.206268958
101108A,HRK08,MLS,178.726,90.841,5.913309966,8.186690034,4.92E-06,0.000256924,5.93E-05,0,,-4.226718539
101108A,HRK08,MLS,178.726,90.841,5.928549223,8.171450777,5.21E-06,0.000295447,6.08E-05,0,,-4.21624505
101108A,HRK08,MLS,178.726,90.841,5.943788479,8.156211521,5.26E-06,0.000302992,6.16E-05,0,,-4.210312544
101108A,HRK08,MLS,178.726,90.841,5.959027735,8.140972265,5.31E-06,0.000310651,6.17E-05,0,,-4.209575676
101108A,HRK08,MLS,178.726,90.841,5.974266992,8.125733008,5.30E-06,0.000309483,6.03E-05,0,,-4.219823072
101108A,HRK08,MLS,178.726,90.841,5.989506248,8.110493752,4.98E-06,0.000264756,5.65E-05,0,,-4.248254768
101108A,HRK08,MLS,178.726,90.841,6.004745504,8.095254496,4.91E-06,0.000254799,5.38E-05,0,,-4.268868512
101108A,HRK08,MLS,178.726,90.841,6.019984761,8.080015239,4.97E-06,0.000263243,5.18E-05,0,,-4.285726174
101108A,HRK08,MLS,178.726,90.841,6.035224017,8.064775983,4.87E-06,0.000249679,4.77E-05,0,,-4.32176089
101108A,HRK08,MLS,178.726,90.841,6.050463273,8.049536727,4.54E-06,0.00020891,4.09E-05,0,,-4.38814836
101108A,HRK08,MLS,178.726,90.841,6.06570253,8.03429747,4.36E-06,0.000189386,3.31E-05,0,,-4.480251362
101108A,HRK08,MLS,178.726,90.841,6.080941786,8.019058214,4.35E-06,0.000187618,2.29E-05,0,,-4.639460679
101108A,HRK08,MLS,178.726,90.841,6.096181042,8.003818958,4.04E-06,0.000156222,1.04E-05,0,,-4.984638368
101108A,HRK08,MLS,178.726,90.841,6.111420299,7.988579701,2.54E-06,4.87E-05,2.26E-06,0,,-5.645064341
101108A,HRK08,MLS,178.726,90.841,6.126659555,7.973340445,1.68E-06,1.71E-05,1.97E-06,0,,-5.704659967
101108A,HRK08,MLS,178.726,90.841,6.141898811,7.958101189,9.32E-07,3.90E-06,2.67E-06,0,,-5.574004643
101108A,HRK08,MLS,178.726,90.841,6.157138068,7.942861932,8.50E-07,3.10E-06,2.79E-06,0,,-5.554247284
101108A,HRK08,MLS,178.726,90.841,6.172377324,7.927622676,8.80E-07,3.38E-06,2.83E-06,0,,-5.547688569
101108A,HRK08,MLS,178.726,90.841,6.18761658,7.91238342,9.38E-07,3.96E-06,2.90E-06,0,,-5.537927801
101108A,HRK08,MLS,178.726,90.841,6.202855837,7.897144163,1.03E-06,5.06E-06,2.98E-06,0,,-5.525611209
101108A,HRK08,MLS,178.726,90.841,6.218095093,7.881904907,1.16E-06,6.72E-06,2.97E-06,0,,-5.526571434
101108A,HRK08,MLS,178.726,90.841,6.233334349,7.866665651,1.12E-06,6.15E-06,2.55E-06,0,,-5.592854327
101108A,HRK08,MLS,178.726,90.841,6.248573606,7.851426394,1.04E-06,5.15E-06,1.98E-06,0,,-5.703955107
101108A,HRK08,MLS,178.726,90.841,6.263812862,7.836187138,9.54E-07,4.13E-06,1.68E-06,0,,-5.774264778
101108A,HRK08,MLS,178.726,90.841,6.279052118,7.820947882,9.15E-07,3.73E-06,1.71E-06,0,,-5.767533647
101108A,HRK08,MLS,178.726,90.841,6.294291375,7.805708625,8.72E-07,3.30E-06,1.75E-06,0,,-5.756171635
101108A,HRK08,MLS,178.726,90.841,6.309530631,7.790469369,7.87E-07,2.55E-06,1.74E-06,0,,-5.760365183
101108A,HRK08,MLS,178.726,90.841,6.324769887,7.775230113,8.15E-07,2.78E-06,1.81E-06,0,,-5.741484664
101108A,HRK08,MLS,178.726,90.841,6.340009144,7.759990856,7.87E-07,2.55E-06,1.83E-06,0,,-5.738564903
101108A,HRK08,MLS,178.726,90.841,6.3552484,7.7447516,7.88E-07,2.55E-06,1.83E-06,0,,-5.737415325
101108A,HRK08,MLS,178.726,90.841,6.370487656,7.729512344,7.60E-07,2.33E-06,1.77E-06,0,,-5.751508615
101108A,HRK08,MLS,178.726,90.841,6.385726913,7.714273087,6.97E-07,1.88E-06,1.68E-06,0,,-5.774924037
101108A,HRK08,MLS,178.726,90.841,6.400966169,7.699033831,7.37E-07,2.16E-06,1.71E-06,0,,-5.766845291
101108A,HRK08,MLS,178.726,90.841,6.416205425,7.683794575,7.95E-07,2.61E-06,1.69E-06,0,,-5.771400606
101108A,HRK08,MLS,178.726,90.841,6.431444681,7.668555319,5.98E-07,1.28E-06,1.37E-06,0,,-5.863430212
101108A,HRK08,MLS,178.726,90.841,6.446683938,7.653316062,6.19E-07,1.39E-06,1.25E-06,0,,-5.901773638
101108A,HRK08,MLS,178.726,90.841,6.461923194,7.638076806,5.50E-07,1.03E-06,1.09E-06,0,,-5.960976661
101108A,HRK08,MLS,178.726,90.841,6.47716245,7.62283755,5.26E-07,9.24E-07,9.87E-07,0,,-6.00561562
101108A,HRK08,MLS,178.726,90.841,6.492401707,7.607598293,4.90E-07,7.75E-07,8.96E-07,0,,-6.047489425
101108A,HRK08,MLS,178.726,90.841,6.507640963,7.592359037,5.03E-07,8.27E-07,8.45E-07,0,,-6.073097165
101108A,HRK08,MLS,178.726,90.841,6.522880219,7.577119781,4.41E-07,5.93E-07,7.34E-07,0,,-6.134560257
101108A,HRK08,MLS,178.726,90.841,6.538119476,7.561880524,3.91E-07,4.38E-07,6.53E-07,0,,-6.185052202
101108A,HRK08,MLS,178.726,90.841,6.553358732,7.546641268,4.10E-07,4.93E-07,6.66E-07,0,,-6.176292048
101108A,HRK08,MLS,178.726,90.841,6.568597988,7.531402012,4.35E-07,5.72E-07,7.25E-07,0,,-6.139919885
101108A,HRK08,MLS,178.726,90.841,6.583837245,7.516162755,4.77E-07,7.23E-07,8.17E-07,0,,-6.087954379
101108A,HRK08,MLS,178.726,90.841,6.599076501,7.500923499,5.04E-07,8.30E-07,9.03E-07,0,,-6.044330367
101108A,HRK08,MLS,178.726,90.841,6.614315757,7.485684243,5.26E-07,9.25E-07,9.80E-07,0,,-6.008869788
101108A,HRK08,MLS,178.726,90.841,6.629555014,7.470444986,5.39E-07,9.83E-07,1.05E-06,0,,-5.980126876
101108A,HRK08,MLS,178.726,90.841,6.64479427,7.45520573,5.55E-07,1.06E-06,1.13E-06,0,,-5.947766292
101108A,HRK08,MLS,178.726,90.841,6.660033526,7.439966474,6.10E-07,1.34E-06,1.25E-06,0,,-5.901903926
101108A,HRK08,MLS,178.726,90.841,6.675272783,7.424727217,6.41E-07,1.52E-06,1.34E-06,0,,-5.874106039
101108A,HRK08,MLS,178.726,90.841,6.690512039,7.409487961,6.11E-07,1.35E-06,1.33E-06,0,,-5.877264663
101108A,HRK08,MLS,178.726,90.841,6.705751295,7.394248705,6.37E-07,1.50E-06,1.34E-06,0,,-5.872344975
101108A,HRK08,MLS,178.726,90.841,6.720990552,7.379009448,6.13E-07,1.36E-06,1.28E-06,0,,-5.891373153
101108A,HRK08,MLS,178.726,90.841,6.736229808,7.363770192,5.99E-07,1.29E-06,1.20E-06,0,,-5.921121457
101108A,HRK08,MLS,178.726,90.841,6.751469064,7.348530936,4.78E-07,7.25E-07,1.06E-06,0,,-5.975519881
101108A,HRK08,MLS,178.726,90.841,6.766708321,7.333291679,5.75E-07,1.16E-06,1.21E-06,0,,-5.916802832
101108A,HRK08,MLS,178.726,90.841,6.781947577,7.318052423,6.00E-07,1.29E-06,1.44E-06,0,,-5.841874874
101108A,HRK08,MLS,178.726,90.841,6.797186833,7.302813167,8.05E-07,2.70E-06,1.97E-06,0,,-5.704461928
101108A,HRK08,MLS,178.726,90.841,6.81242609,7.28757391,9.12E-07,3.69E-06,2.46E-06,0,,-5.609051339
101108A,HRK08,MLS,178.726,90.841,6.827665346,7.272334654,9.52E-07,4.11E-06,2.77E-06,0,,-5.557950079
101108A,HRK08,MLS,178.726,90.841,6.842904602,7.257095398,9.64E-07,4.25E-06,2.94E-06,0,,-5.532208577
101108A,HRK08,MLS,178.726,90.841,6.858143859,7.241856141,1.00E-06,4.70E-06,3.06E-06,0,,-5.514584038
101108A,HRK08,MLS,178.726,90.841,6.873383115,7.226616885,9.69E-07,4.30E-06,3.01E-06,0,,-5.520740162
101108A,HRK08,MLS,178.726,90.841,6.888622371,7.211377629,9.82E-07,4.45E-06,2.97E-06,0,,-5.526755141
101108A,HRK08,MLS,178.726,90.841,6.903861628,7.196138372,9.48E-07,4.07E-06,2.81E-06,0,,-5.55055361
101108A,HRK08,MLS,178.726,90.841,6.919100884,7.180899116,8.63E-07,3.22E-06,2.58E-06,0,,-5.588197387
