ID,Type,Area,X [m],Y [m],DepthRef [m],Z [m],Q/P [m^2/s],Koriginal [m/s],Krevised [m/s],LowerBoundFlag,,lnK
081108C,HPT08,MLS,176.317,96.714,5.114390125,8.985609875,2.65E-06,5.38E-05,1.79E-05,0,,-4.74727689
081108C,HPT08,MLS,176.317,96.714,5.129629381,8.970370619,2.66E-06,5.45E-05,1.83E-05,0,,-4.736786507
081108C,HPT08,MLS,176.317,96.714,5.144868638,8.955131362,2.61E-06,5.21E-05,1.83E-05,0,,-4.73692027
081108C,HPT08,MLS,176.317,96.714,5.160107894,8.939892106,2.63E-06,5.28E-05,1.85E-05,0,,-4.732383195
081108C,HPT08,MLS,176.317,96.714,5.17534715,8.92465285,2.69E-06,5.61E-05,1.89E-05,0,,-4.722563363
081108C,HPT08,MLS,176.317,96.714,5.190586407,8.909413593,2.70E-06,5.68E-05,1.92E-05,0,,-4.71755117
081108C,HPT08,MLS,176.317,96.714,5.205825663,8.894174337,2.67E-06,5.49E-05,1.92E-05,0,,-4.716339054
081108C,HPT08,MLS,176.317,96.714,5.221064919,8.878935081,2.68E-06,5.56E-05,1.97E-05,0,,-4.705243699
081108C,HPT08,MLS,176.317,96.714,5.236304176,8.863695824,2.89E-06,6.73E-05,2.11E-05,0,,-4.676377448
081108C,HPT08,MLS,176.317,96.714,5.251543432,8.848456568,2.91E-06,6.82E-05,2.17E-05,0,,-4.664005266
081108C,HPT08,MLS,176.317,96.714,5.266782688,8.833217312,2.90E-06,6.80E-05,2.19E-05,0,,-4.659203707
081108C,HPT08,MLS,176.317,96.714,5.282021945,8.817978055,2.92E-06,6.90E-05,2.21E-05,0,,-4.655629463
081108C,HPT08,MLS,176.317,96.714,5.297261201,8.802738799,2.90E-06,6.79E-05,2.22E-05,0,,-4.654238852
081108C,HPT08,MLS,176.317,96.714,5.312500457,8.787499543,2.92E-06,6.88E-05,2.25E-05,0,,-4.647698811
081108C,HPT08,MLS,176.317,96.714,5.327739714,8.772260286,2.99E-06,7.30E-05,2.32E-05,0,,-4.633649819
081108C,HPT08,MLS,176.317,96.714,5.34297897,8.75702103,3.00E-06,7.40E-05,2.42E-05,0,,-4.616738826
081108C,HPT08,MLS,176.317,96.714,5.358218226,8.741781774,3.28E-06,9.25E-05,2.61E-05,0,,-4.583163086
081108C,HPT08,MLS,176.317,96.714,5.373457482,8.726542518,3.30E-06,9.40E-05,2.67E-05,0,,-4.573239891
081108C,HPT08,MLS,176.317,96.714,5.388696739,8.711303261,3.20E-06,8.66E-05,2.62E-05,0,,-4.581545773
081108C,HPT08,MLS,176.317,96.714,5.403935995,8.696064005,3.22E-06,8.80E-05,2.58E-05,0,,-4.588514897
081108C,HPT08,MLS,176.317,96.714,5.419175251,8.680824749,3.04E-06,7.64E-05,2.47E-05,0,,-4.607462731
081108C,HPT08,MLS,176.317,96.714,5.434414508,8.665585492,3.06E-06,7.76E-05,2.45E-05,0,,-4.610492803
081108C,HPT08,MLS,176.317,96.714,5.449653764,8.650346236,3.11E-06,8.11E-05,2.48E-05,0,,-4.606242797
081108C,HPT08,MLS,176.317,96.714,5.46489302,8.63510698,3.13E-06,8.24E-05,2.48E-05,0,,-4.605411992
081108C,HPT08,MLS,176.317,96.714,5.480132277,8.619867723,3.05E-06,7.73E-05,2.44E-05,0,,-4.612419334
081108C,HPT08,MLS,176.317,96.714,5.495371533,8.604628467,3.07E-06,7.84E-05,2.44E-05,0,,-4.61283365
081108C,HPT08,MLS,176.317,96.714,5.510610789,8.589389211,3.09E-06,7.96E-05,2.44E-05,0,,-4.612416293
081108C,HPT08,MLS,176.317,96.714,5.525850046,8.574149954,3.11E-06,8.09E-05,2.42E-05,0,,-4.61605655
081108C,HPT08,MLS,176.317,96.714,5.541089302,8.558910698,2.95E-06,7.10E-05,2.33E-05,0,,-4.633251137
081108C,HPT08,MLS,176.317,96.714,5.556328558,8.543671442,2.97E-06,7.20E-05,2.30E-05,0,,-4.63771221
081108C,HPT08,MLS,176.317,96.714,5.571567815,8.528432185,2.95E-06,7.06E-05,2.29E-05,0,,-4.639683907
081108C,HPT08,MLS,176.317,96.714,5.586807071,8.513192929,2.96E-06,7.16E-05,2.32E-05,0,,-4.634388554
081108C,HPT08,MLS,176.317,96.714,5.602046327,8.497953673,3.05E-06,7.70E-05,2.39E-05,0,,-4.62101793
081108C,HPT08,MLS,176.317,96.714,5.617285584,8.482714416,3.07E-06,7.82E-05,2.45E-05,0,,-4.610148842
081108C,HPT08,MLS,176.317,96.714,5.63252484,8.46747516,3.21E-06,8.77E-05,2.54E-05,0,,-4.594830407
081108C,HPT08,MLS,176.317,96.714,5.647764096,8.452235904,3.23E-06,8.91E-05,2.52E-05,0,,-4.597860914
081108C,HPT08,MLS,176.317,96.714,5.663003353,8.436996647,2.96E-06,7.13E-05,2.35E-05,0,,-4.628195515
081108C,HPT08,MLS,176.317,96.714,5.678242609,8.421757391,2.98E-06,7.23E-05,2.28E-05,0,,-4.64201824
081108C,HPT08,MLS,176.317,96.714,5.693481865,8.406518135,2.83E-06,6.37E-05,2.19E-05,0,,-4.660091839
081108C,HPT08,MLS,176.317,96.714,5.708721122,8.391278878,2.84E-06,6.46E-05,2.20E-05,0,,-4.658558779
081108C,HPT08,MLS,176.317,96.714,5.723960378,8.376039622,2.98E-06,7.29E-05,2.29E-05,0,,-4.64063892
081108C,HPT08,MLS,176.317,96.714,5.739199634,8.360800366,3.00E-06,7.39E-05,2.35E-05,0,,-4.628272819
081108C,HPT08,MLS,176.317,96.714,5.754438891,8.345561109,3.12E-06,8.16E-05,2.44E-05,0,,-4.612558308
081108C,HPT08,MLS,176.317,96.714,5.769678147,8.330321853,3.14E-06,8.29E-05,2.45E-05,0,,-4.610366858
081108C,HPT08,MLS,176.317,96.714,5.784917403,8.315082597,3.00E-06,7.37E-05,2.37E-05,0,,-4.624451028
081108C,HPT08,MLS,176.317,96.714,5.80015666,8.29984334,3.02E-06,7.48E-05,2.35E-05,0,,-4.629282554
081108C,HPT08,MLS,176.317,96.714,5.815395916,8.284604084,2.96E-06,7.16E-05,2.32E-05,0,,-4.635370494
081108C,HPT08,MLS,176.317,96.714,5.830635172,8.269364828,2.98E-06,7.26E-05,2.32E-05,0,,-4.634171407
081108C,HPT08,MLS,176.317,96.714,5.845874429,8.254125571,3.01E-06,7.47E-05,2.35E-05,0,,-4.629427174
081108C,HPT08,MLS,176.317,96.714,5.861113685,8.238886315,3.03E-06,7.59E-05,2.37E-05,0,,-4.625794735
081108C,HPT08,MLS,176.317,96.714,5.876352941,8.223647059,3.03E-06,7.60E-05,2.38E-05,0,,-4.624314659
081108C,HPT08,MLS,176.317,96.714,5.891592198,8.208407802,3.05E-06,7.71E-05,2.38E-05,0,,-4.623829987
081108C,HPT08,MLS,176.317,96.714,5.906831454,8.193168546,3.02E-06,7.50E-05,2.35E-05,0,,-4.62894641
081108C,HPT08,MLS,176.317,96.714,5.92207071,8.17792929,3.04E-06,7.61E-05,2.31E-05,0,,-4.635607184
081108C,HPT08,MLS,176.317,96.714,5.937309966,8.162690034,2.86E-06,6.56E-05,2.21E-05,0,,-4.656443765
081108C,HPT08,MLS,176.317,96.714,5.952549223,8.147450777,2.88E-06,6.65E-05,2.17E-05,0,,-4.662646359
081108C,HPT08,MLS,176.317,96.714,5.967788479,8.132211521,2.88E-06,6.65E-05,2.16E-05,0,,-4.666066862
081108C,HPT08,MLS,176.317,96.714,5.983027735,8.116972265,2.89E-06,6.74E-05,2.14E-05,0,,-4.670286033
081108C,HPT08,MLS,176.317,96.714,5.998266992,8.101733008,2.79E-06,6.13E-05,2.07E-05,0,,-4.684942169
081108C,HPT08,MLS,176.317,96.714,6.013506248,8.086493752,2.80E-06,6.21E-05,2.03E-05,0,,-4.692945782
081108C,HPT08,MLS,176.317,96.714,6.028745504,8.071254496,2.72E-06,5.74E-05,1.96E-05,0,,-4.708008418
081108C,HPT08,MLS,176.317,96.714,6.043984761,8.056015239,2.73E-06,5.82E-05,1.91E-05,0,,-4.719765638
081108C,HPT08,MLS,176.317,96.714,6.059224017,8.040775983,2.63E-06,5.29E-05,1.79E-05,0,,-4.746151633
081108C,HPT08,MLS,176.317,96.714,6.074463273,8.025536727,2.64E-06,5.36E-05,1.65E-05,0,,-4.783312475
081108C,HPT08,MLS,176.317,96.714,6.08970253,8.01029747,2.04E-06,2.80E-05,1.33E-05,0,,-4.877641236
081108C,HPT08,MLS,176.317,96.714,6.104941786,7.995058214,2.05E-06,2.83E-05,1.23E-05,0,,-4.908385811
081108C,HPT08,MLS,176.317,96.714,6.120181042,7.979818958,2.02E-06,2.72E-05,1.22E-05,0,,-4.913704182
081108C,HPT08,MLS,176.317,96.714,6.135420299,7.964579701,2.03E-06,2.75E-05,1.30E-05,0,,-4.88615254
081108C,HPT08,MLS,176.317,96.714,6.150659555,7.949340445,2.57E-06,5.01E-05,1.59E-05,0,,-4.798250468
081108C,HPT08,MLS,176.317,96.714,6.165898811,7.934101189,2.58E-06,5.08E-05,1.73E-05,0,,-4.76113653
081108C,HPT08,MLS,176.317,96.714,6.181138068,7.918861932,2.61E-06,5.21E-05,1.83E-05,0,,-4.737347181
081108C,HPT08,MLS,176.317,96.714,6.196377324,7.903622676,2.62E-06,5.28E-05,1.95E-05,0,,-4.70905029
081108C,HPT08,MLS,176.317,96.714,6.21161658,7.88838342,3.07E-06,7.82E-05,2.24E-05,0,,-4.648908756
081108C,HPT08,MLS,176.317,96.714,6.226855837,7.873144163,3.09E-06,7.94E-05,2.36E-05,0,,-4.627009457
081108C,HPT08,MLS,176.317,96.714,6.242095093,7.857904907,3.11E-06,8.06E-05,2.38E-05,0,,-4.624180897
081108C,HPT08,MLS,176.317,96.714,6.257334349,7.842665651,3.13E-06,8.18E-05,2.28E-05,0,,-4.642637544
081108C,HPT08,MLS,176.317,96.714,6.272573606,7.827426394,2.55E-06,4.91E-05,1.96E-05,0,,-4.708483536
081108C,HPT08,MLS,176.317,96.714,6.287812862,7.812187138,2.56E-06,4.97E-05,1.92E-05,0,,-4.716741645
081108C,HPT08,MLS,176.317,96.714,6.303052118,7.796947882,2.90E-06,6.77E-05,2.08E-05,0,,-4.681061748
081108C,HPT08,MLS,176.317,96.714,6.318291375,7.781708625,2.92E-06,6.87E-05,2.14E-05,0,,-4.669791806
081108C,HPT08,MLS,176.317,96.714,6.333530631,7.766469369,2.83E-06,6.39E-05,2.11E-05,0,,-4.675183138
081108C,HPT08,MLS,176.317,96.714,6.348769887,7.751230113,2.85E-06,6.48E-05,2.10E-05,0,,-4.677971743
081108C,HPT08,MLS,176.317,96.714,6.364009144,7.735990856,2.82E-06,6.33E-05,2.06E-05,0,,-4.686011836
081108C,HPT08,MLS,176.317,96.714,6.3792484,7.7207516,2.84E-06,6.42E-05,2.00E-05,0,,-4.699887111
081108C,HPT08,MLS,176.317,96.714,6.394487656,7.705512344,2.51E-06,4.71E-05,1.82E-05,0,,-4.739932536
081108C,HPT08,MLS,176.317,96.714,6.409726913,7.690273087,2.52E-06,4.77E-05,1.81E-05,0,,-4.742656431
081108C,HPT08,MLS,176.317,96.714,6.424966169,7.675033831,2.73E-06,5.82E-05,1.93E-05,0,,-4.715357983
081108C,HPT08,MLS,176.317,96.714,6.440205425,7.659794575,2.74E-06,5.90E-05,2.01E-05,0,,-4.697321299
081108C,HPT08,MLS,176.317,96.714,6.455444681,7.644555319,2.90E-06,6.78E-05,2.12E-05,0,,-4.672955207
081108C,HPT08,MLS,176.317,96.714,6.470683938,7.629316062,2.92E-06,6.87E-05,2.17E-05,0,,-4.663398123
081108C,HPT08,MLS,176.317,96.714,6.485923194,7.614076806,2.87E-06,6.61E-05,2.17E-05,0,,-4.662938639
081108C,HPT08,MLS,176.317,96.714,6.50116245,7.59883755,2.89E-06,6.70E-05,2.20E-05,0,,-4.657280651
081108C,HPT08,MLS,176.317,96.714,6.516401707,7.583598293,2.98E-06,7.23E-05,2.26E-05,0,,-4.645127354
081108C,HPT08,MLS,176.317,96.714,6.531640963,7.568359037,2.99E-06,7.34E-05,2.29E-05,0,,-4.639551447
081108C,HPT08,MLS,176.317,96.714,6.546880219,7.553119781,2.94E-06,7.04E-05,2.29E-05,0,,-4.639533641
081108C,HPT08,MLS,176.317,96.714,6.562119476,7.537880524,2.96E-06,7.14E-05,2.34E-05,0,,-4.63057762
081108C,HPT08,MLS,176.317,96.714,6.577358732,7.522641268,3.15E-06,8.31E-05,2.47E-05,0,,-4.607745022
081108C,HPT08,MLS,176.317,96.714,6.592597988,7.507402012,3.16E-06,8.44E-05,2.52E-05,0,,-4.598705617
081108C,HPT08,MLS,176.317,96.714,6.607837245,7.492162755,3.14E-06,8.29E-05,2.52E-05,0,,-4.598763378
081108C,HPT08,MLS,176.317,96.714,6.623076501,7.476923499,3.16E-06,8.42E-05,2.50E-05,0,,-4.601457741
081108C,HPT08,MLS,176.317,96.714,6.638315757,7.461684243,3.02E-06,7.49E-05,2.43E-05,0,,-4.615192738
081108C,HPT08,MLS,176.317,96.714,6.653555014,7.446444986,3.04E-06,7.60E-05,2.43E-05,0,,-4.614575171
081108C,HPT08,MLS,176.317,96.714,6.66879427,7.43120573,3.15E-06,8.36E-05,2.49E-05,0,,-4.604079577
081108C,HPT08,MLS,176.317,96.714,6.684033526,7.415966474,3.17E-06,8.50E-05,2.48E-05,0,,-4.605203531
081108C,HPT08,MLS,176.317,96.714,6.699272783,7.400727217,2.97E-06,7.21E-05,2.37E-05,0,,-4.624647763
081108C,HPT08,MLS,176.317,96.714,6.714512039,7.385487961,2.99E-06,7.32E-05,2.36E-05,0,,-4.6269087
081108C,HPT08,MLS,176.317,96.714,6.729751295,7.370248705,3.07E-06,7.85E-05,2.40E-05,0,,-4.6196638
081108C,HPT08,MLS,176.317,96.714,6.744990552,7.355009448,3.09E-06,7.97E-05,2.40E-05,0,,-4.619537854
081108C,HPT08,MLS,176.317,96.714,6.760229808,7.339770192,2.98E-06,7.27E-05,2.34E-05,0,,-4.631706786
081108C,HPT08,MLS,176.317,96.714,6.775469064,7.324530936,3.00E-06,7.37E-05,2.30E-05,0,,-4.637442947
081108C,HPT08,MLS,176.317,96.714,6.790708321,7.309291679,2.90E-06,6.80E-05,2.25E-05,0,,-4.648305087
081108C,HPT08,MLS,176.317,96.714,6.805947577,7.294052423,2.92E-06,6.90E-05,2.25E-05,0,,-4.647955914
081108C,HPT08,MLS,176.317,96.714,6.821186833,7.278813167,2.97E-06,7.22E-05,2.29E-05,0,,-4.640995042
081108C,HPT08,MLS,176.317,96.714,6.83642609,7.26357391,2.99E-06,7.33E-05,2.31E-05,0,,-4.63585647
081108C,HPT08,MLS,176.317,96.714,6.851665346,7.248334654,3.02E-06,7.53E-05,2.33E-05,0,,-4.631914813
081108C,HPT08,MLS,176.317,96.714,6.866904602,7.233095398,3.04E-06,7.64E-05,2.32E-05,0,,-4.63417575
081108C,HPT08,MLS,176.317,96.714,6.882143859,7.217856141,2.89E-06,6.69E-05,2.24E-05,0,,-4.650351916
081108C,HPT08,MLS,176.317,96.714,6.897383115,7.202616885,2.90E-06,6.79E-05,2.23E-05,0,,-4.652171176
081108C,HPT08,MLS,176.317,96.714,6.912622371,7.187377629,2.95E-06,7.08E-05,2.26E-05,0,,-4.646624367
081108C,HPT08,MLS,176.317,96.714,6.927861628,7.172138372,2.97E-06,7.19E-05,2.28E-05,0,,-4.642441242
081108C,HPT08,MLS,176.317,96.714,6.943100884,7.156899116,2.98E-06,7.25E-05,2.29E-05,0,,-4.640044371
081108C,HPT08,MLS,176.317,96.714,6.95834014,7.14165986,3.00E-06,7.36E-05,2.29E-05,0,,-4.639659586
081108C,HPT08,MLS,176.317,96.714,6.973579397,7.126420603,2.96E-06,7.14E-05,2.26E-05,0,,-4.646071076
081108C,HPT08,MLS,176.317,96.714,6.988818653,7.111181347,2.98E-06,7.24E-05,2.21E-05,0,,-4.655916097
081108C,HPT08,MLS,176.317,96.714,7.004057909,7.095942091,2.74E-06,5.87E-05,2.06E-05,0,,-4.68540643
081108C,HPT08,MLS,176.317,96.714,7.019297165,7.080702835,2.75E-06,5.94E-05,2.02E-05,0,,-4.693995906
081108C,HPT08,MLS,176.317,96.714,7.034536422,7.065463578,2.76E-06,5.97E-05,2.01E-05,0,,-4.696010164
081108C,HPT08,MLS,176.317,96.714,7.049775678,7.050224322,2.77E-06,6.06E-05,2.02E-05,0,,-4.695320939
081108C,HPT08,MLS,176.317,96.714,7.065014934,7.034985066,2.75E-06,5.94E-05,2.01E-05,0,,-4.695872927
081108C,HPT08,MLS,176.317,96.714,7.080254191,7.019745809,2.77E-06,6.03E-05,2.03E-05,0,,-4.691757118
081108C,HPT08,MLS,176.317,96.714,7.095493447,7.004506553,2.83E-06,6.39E-05,2.07E-05,0,,-4.683048645
081108C,HPT08,MLS,176.317,96.714,7.110732703,6.989267297,2.85E-06,6.48E-05,2.09E-05,0,,-4.680597053
081108C,HPT08,MLS,176.317,96.714,7.12597196,6.97402804,2.80E-06,6.20E-05,2.06E-05,0,,-4.686481743
081108C,HPT08,MLS,176.317,96.714,7.141211216,6.958788784,2.81E-06,6.29E-05,2.03E-05,0,,-4.691956459
081108C,HPT08,MLS,176.317,96.714,7.156450472,6.943549528,2.82E-06,6.32E-05,1.96E-05,0,,-4.70807747
081108C,HPT08,MLS,176.317,96.714,7.171689729,6.928310271,2.84E-06,6.41E-05,1.76E-05,0,,-4.754862278
081108C,HPT08,MLS,176.317,96.714,7.186928985,6.913071015,2.11E-06,3.06E-05,1.29E-05,0,,-4.88986706
081108C,HPT08,MLS,176.317,96.714,7.202168241,6.897831759,2.12E-06,3.10E-05,9.85E-06,0,,-5.006510307
081108C,HPT08,MLS,176.317,96.714,7.217407498,6.882592502,1.22E-06,7.74E-06,5.76E-06,0,,-5.239283029
081108C,HPT08,MLS,176.317,96.714,7.232646754,6.867353246,1.23E-06,7.78E-06,4.32E-06,0,,-5.364161367
081108C,HPT08,MLS,176.317,96.714,7.24788601,6.85211399,8.49E-07,3.08E-06,3.00E-06,0,,-5.522988071
081108C,HPT08,MLS,176.317,96.714,7.263125267,6.836874733,8.50E-07,3.09E-06,2.70E-06,0,,-5.56938983
081108C,HPT08,MLS,176.317,96.714,7.278364523,6.821635477,9.34E-07,3.92E-06,2.78E-06,0,,-5.556400517
081108C,HPT08,MLS,176.317,96.714,7.293603779,6.806396221,9.36E-07,3.94E-06,2.80E-06,0,,-5.552084498
081108C,HPT08,MLS,176.317,96.714,7.308843036,6.791156964,9.35E-07,3.93E-06,2.80E-06,0,,-5.552972196
081108C,HPT08,MLS,176.317,96.714,7.324082292,6.775917708,9.36E-07,3.95E-06,2.76E-06,0,,-5.558757433
081108C,HPT08,MLS,176.317,96.714,7.339321548,6.760678452,8.87E-07,3.45E-06,2.65E-06,0,,-5.57745381
081108C,HPT08,MLS,176.317,96.714,7.354560805,6.745439195,8.89E-07,3.46E-06,2.61E-06,0,,-5.582718328
081108C,HPT08,MLS,176.317,96.714,7.369800061,6.730199939,9.01E-07,3.58E-06,2.62E-06,0,,-5.581948758
081108C,HPT08,MLS,176.317,96.714,7.385039317,6.714960683,9.02E-07,3.59E-06,2.60E-06,0,,-5.585732332
081108C,HPT08,MLS,176.317,96.714,7.400278574,6.699721426,8.70E-07,3.28E-06,2.51E-06,0,,-5.599836045
081108C,HPT08,MLS,176.317,96.714,7.41551783,6.68448217,8.71E-07,3.29E-06,2.47E-06,0,,-5.608066794
081108C,HPT08,MLS,176.317,96.714,7.430757086,6.669242914,8.38E-07,2.98E-06,2.39E-06,0,,-5.621112566
081108C,HPT08,MLS,176.317,96.714,7.445996343,6.654003657,8.39E-07,3.00E-06,2.40E-06,0,,-5.619150858
081108C,HPT08,MLS,176.317,96.714,7.461235599,6.638764401,8.78E-07,3.36E-06,2.50E-06,0,,-5.601419048
081108C,HPT08,MLS,176.317,96.714,7.476474855,6.623525145,8.80E-07,3.37E-06,2.58E-06,0,,-5.587779596
081108C,HPT08,MLS,176.317,96.714,7.491714112,6.608285888,9.31E-07,3.89E-06,2.73E-06,0,,-5.564456245
081108C,HPT08,MLS,176.317,96.714,7.506953368,6.593046632,9.32E-07,3.90E-06,2.79E-06,0,,-5.55499514
081108C,HPT08,MLS,176.317,96.714,7.522192624,6.577807376,9.31E-07,3.89E-06,2.82E-06,0,,-5.550381195
081108C,HPT08,MLS,176.317,96.714,7.537431881,6.562568119,9.32E-07,3.91E-06,2.86E-06,0,,-5.544037021
081108C,HPT08,MLS,176.317,96.714,7.552671137,6.547328863,9.64E-07,4.25E-06,2.95E-06,0,,-5.530457936
081108C,HPT08,MLS,176.317,96.714,7.567910393,6.532089607,9.66E-07,4.27E-06,2.99E-06,0,,-5.524108985
081108C,HPT08,MLS,176.317,96.714,7.583149649,6.516850351,9.65E-07,4.26E-06,3.02E-06,0,,-5.519529784
081108C,HPT08,MLS,176.317,96.714,7.598388906,6.501611094,9.67E-07,4.28E-06,3.08E-06,0,,-5.510896878
081108C,HPT08,MLS,176.317,96.714,7.613628162,6.486371838,1.01E-06,4.75E-06,3.23E-06,0,,-5.490183203
081108C,HPT08,MLS,176.317,96.714,7.628867418,6.471132582,1.01E-06,4.77E-06,3.39E-06,0,,-5.470170479
081108C,HPT08,MLS,176.317,96.714,7.644106675,6.455893325,1.11E-06,6.01E-06,3.71E-06,0,,-5.430160231
081108C,HPT08,MLS,176.317,96.714,7.659345931,6.440654069,1.11E-06,6.04E-06,3.92E-06,0,,-5.406218445
081108C,HPT08,MLS,176.317,96.714,7.674585187,6.425414813,1.21E-06,7.47E-06,4.23E-06,0,,-5.373380136
081108C,HPT08,MLS,176.317,96.714,7.689824444,6.410175556,1.21E-06,7.51E-06,4.28E-06,0,,-5.368943818
081108C,HPT08,MLS,176.317,96.714,7.7050637,6.3949363,1.13E-06,6.30E-06,4.07E-06,0,,-5.389917636
081108C,HPT08,MLS,176.317,96.714,7.720302956,6.379697044,1.13E-06,6.33E-06,4.00E-06,0,,-5.398101915
081108C,HPT08,MLS,176.317,96.714,7.735542213,6.364457787,1.12E-06,6.23E-06,3.94E-06,0,,-5.404514273
081108C,HPT08,MLS,176.317,96.714,7.750781469,6.349218531,1.12E-06,6.26E-06,3.89E-06,0,,-5.410578761
081108C,HPT08,MLS,176.317,96.714,7.766020725,6.333979275,1.08E-06,5.66E-06,3.76E-06,0,,-5.4249348
081108C,HPT08,MLS,176.317,96.714,7.781259982,6.318740018,1.08E-06,5.69E-06,3.73E-06,0,,-5.428219369
081108C,HPT08,MLS,176.317,96.714,7.796499238,6.303500762,1.08E-06,5.71E-06,3.75E-06,0,,-5.425887642
081108C,HPT08,MLS,176.317,96.714,7.811738494,6.288261506,1.09E-06,5.74E-06,3.83E-06,0,,-5.416802635
081108C,HPT08,MLS,176.317,96.714,7.826977751,6.273022249,1.16E-06,6.74E-06,4.05E-06,0,,-5.392581598
081108C,HPT08,MLS,176.317,96.714,7.842217007,6.257782993,1.16E-06,6.77E-06,4.15E-06,0,,-5.382250601
081108C,HPT08,MLS,176.317,96.714,7.857456263,6.242543737,1.13E-06,6.33E-06,4.21E-06,0,,-5.376163529
081108C,HPT08,MLS,176.317,96.714,7.87269552,6.22730448,1.13E-06,6.36E-06,4.53E-06,0,,-5.343704794
081108C,HPT08,MLS,176.317,96.714,7.887934776,6.212065224,1.45E-06,1.19E-05,5.62E-06,0,,-5.250456991
081108C,HPT08,MLS,176.317,96.714,7.903174032,6.196825968,1.45E-06,1.19E-05,6.17E-06,0,,-5.209991603
081108C,HPT08,MLS,176.317,96.714,7.918413289,6.181586711,1.50E-06,1.30E-05,6.61E-06,0,,-5.179491102
081108C,HPT08,MLS,176.317,96.714,7.933652545,6.166347455,1.51E-06,1.31E-05,7.01E-06,0,,-5.154330685
081108C,HPT08,MLS,176.317,96.714,7.948891801,6.151108199,1.69E-06,1.73E-05,7.78E-06,0,,-5.10884355
081108C,HPT08,MLS,176.317,96.714,7.964131058,6.135868942,1.69E-06,1.75E-05,8.12E-06,0,,-5.090216659
081108C,HPT08,MLS,176.317,96.714,7.979370314,6.120629686,1.69E-06,1.75E-05,8.31E-06,0,,-5.080301282
081108C,HPT08,MLS,176.317,96.714,7.99460957,6.10539043,1.70E-06,1.77E-05,8.53E-06,0,,-5.068896709
081108C,HPT08,MLS,176.317,96.714,8.009848827,6.090151173,1.74E-06,1.87E-05,9.00E-06,0,,-5.045949023
081108C,HPT08,MLS,176.317,96.714,8.025088083,6.074911917,1.74E-06,1.89E-05,9.86E-06,0,,-5.006337457
081108C,HPT08,MLS,176.317,96.714,8.040327339,6.059672661,2.21E-06,3.42E-05,1.23E-05,0,,-4.908574295
081108C,HPT08,MLS,176.317,96.714,8.055566596,6.044433404,2.22E-06,3.45E-05,1.41E-05,0,,-4.850548209
081108C,HPT08,MLS,176.317,96.714,8.070805852,6.029194148,2.64E-06,5.38E-05,1.69E-05,0,,-4.770932476
081108C,HPT08,MLS,176.317,96.714,8.086045108,6.013954892,2.66E-06,5.44E-05,1.84E-05,0,,-4.735364627
081108C,HPT08,MLS,176.317,96.714,8.101284365,5.998715635,2.81E-06,6.24E-05,1.96E-05,0,,-4.708388425
081108C,HPT08,MLS,176.317,96.714,8.116523621,5.983476379,2.82E-06,6.32E-05,1.96E-05,0,,-4.707307032
081108C,HPT08,MLS,176.317,96.714,8.131762877,5.968237123,2.66E-06,5.47E-05,1.84E-05,0,,-4.73552879
081108C,HPT08,MLS,176.317,96.714,8.147002133,5.952997867,2.68E-06,5.54E-05,1.68E-05,0,,-4.774192725
081108C,HPT08,MLS,176.317,96.714,8.16224139,5.93775861,2.05E-06,2.83E-05,1.35E-05,0,,-4.87097829
081108C,HPT08,MLS,176.317,96.714,8.177480646,5.922519354,2.06E-06,2.86E-05,1.26E-05,0,,-4.900107724
081108C,HPT08,MLS,176.317,96.714,8.192719902,5.907280098,2.16E-06,3.22E-05,1.27E-05,0,,-4.897605319
081108C,HPT08,MLS,176.317,96.714,8.207959159,5.892040841,2.17E-06,3.25E-05,1.25E-05,0,,-4.901862708
081108C,HPT08,MLS,176.317,96.714,8.223198415,5.876801585,2.07E-06,2.90E-05,1.20E-05,0,,-4.921236151
081108C,HPT08,MLS,176.317,96.714,8.238437671,5.861562329,2.08E-06,2.93E-05,1.15E-05,0,,-4.937443587
081108C,HPT08,MLS,176.317,96.714,8.253676928,5.846323072,1.89E-06,2.30E-05,1.07E-05,0,,-4.971989975
081108C,HPT08,MLS,176.317,96.714,8.268916184,5.831083816,1.89E-06,2.32E-05,1.05E-05,0,,-4.978640761
081108C,HPT08,MLS,176.317,96.714,8.28415544,5.81584456,2.01E-06,2.68E-05,1.08E-05,0,,-4.967928888
081108C,HPT08,MLS,176.317,96.714,8.299394697,5.800605303,2.01E-06,2.71E-05,1.05E-05,0,,-4.978579526
081108C,HPT08,MLS,176.317,96.714,8.314633953,5.785366047,1.76E-06,1.94E-05,9.42E-06,0,,-5.025849006
081108C,HPT08,MLS,176.317,96.714,8.329873209,5.770126791,1.77E-06,1.96E-05,8.98E-06,0,,-5.046573104
081108C,HPT08,MLS,176.317,96.714,8.345112466,5.754887534,1.68E-06,1.73E-05,8.57E-06,0,,-5.066934132
081108C,HPT08,MLS,176.317,96.714,8.360351722,5.739648278,1.69E-06,1.74E-05,8.59E-06,0,,-5.065939164
081108C,HPT08,MLS,176.317,96.714,8.375590978,5.724409022,1.80E-06,2.04E-05,9.01E-06,0,,-5.04529845
081108C,HPT08,MLS,176.317,96.714,8.390830235,5.709169765,1.81E-06,2.06E-05,9.17E-06,0,,-5.037685267
081108C,HPT08,MLS,176.317,96.714,8.406069491,5.693930509,1.80E-06,2.05E-05,9.17E-06,0,,-5.037559756
