Complexity,Loss,Equation
1,0.028672015,"-0.829743"
3,0.017512826,"x0 + -0.9158197"
4,0.00051789713,"log(x0) * 0.3232626"
5,0.00015792013,"-0.15525812 / (x0 + 0.108274266)"
6,7.3097954e-6,"exp(x0 * -5.5073056) * -1.3054533"
7,1.255574e-6,"(-0.45554692 / (x0 + 0.23539515)) + 0.6067166"
9,1.2437417e-6,"(-0.4556591 / ((x0 * 1.0013514) + 0.23547666)) + 0.6062209"
10,1.2418142e-6,"(5.661402 / ((x0 * log(x0)) + 1.5758687)) + -4.95916"
